FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
658;659;Yes;70+;NA;No;Not Applicable;O: No Injury;Non-Roadway;White;Female;Raleigh;Wake;No;01/01/2003;21/09/2011;Non-Roadway;18;Non-Roadway;01/09/2001;01/01/2001 18:34;Non-Roadway;460910;2011;O: No Injury;Commercial;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.88649, -78.5666
385;386;Yes;15-nov;14;No;Facing Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Durham;No;01/01/2007;19/07/2009;Loss of Control / Turning Error;14;Non-Intersection;01/07/2001;01/01/2001 14:52;Bicyclist Lost Control - Other /;312129;2009;B: Evident Injury;Residential;50-59;51;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;36.047115, -78.88854
386;387;No;15-nov;11;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;Kill Devil Hills;Dare;No;01/01/2007;19/07/2009;Bicyclist Failed to Yield - Midblock;14;Non-Intersection;01/07/2001;01/01/2001 14:41;Bicyclist Ride Out - Other Midblock;363318;2009;B: Evident Injury;Residential;50-59;50;No;11-15 mph;O: No Injury;White;Male;Light Truck (Mini-Van, Panel);No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;20 - 25  MPH;No Control Present;Clear;No;36.024014, -75.67299
400;401;Yes;25-29;28;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Raleigh;Wake;No;01/01/2005;17/07/2009;Motorist Right Turn / Merge;17;Intersection;01/07/2001;01/01/2001 17:10;Motorist Right Turn - Opposite Direction;132214;2009;B: Evident Injury;Commercial;40-49;46;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Rain;No;35.815342, -78.7051
401;402;Yes;60-69;68;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;New Hanover;No;01/01/2005;31/07/2009;Motorist Failed to Yield - Midblock;16;Non-Intersection;01/07/2001;01/01/2001 15:59;Motorist Drive Out - Other Midblock;312328;2009;C: Possible Injury;Farms, Woods, Pastures;60-69;63;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);5 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;34.26652, -77.82463
402;403;Yes;40-49;48;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Elizabeth City;Pasquotank;No;01/01/2005;31/07/2009;Bicyclist Failed to Yield - Signalized Intersection;4;Intersection;01/07/2001;01/01/2001 04:35;Bicyclist Failed to Clear -;111159;2009;B: Evident Injury;Residential;50-59;53;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;36.30218, -76.22316
404;405;No;30-39;34;No;Facing Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;Raleigh;Wake;No;01/01/2003;01/07/2009;Motorist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/07/2001;01/01/2001 17:29;Motorist Drive Out - Sign-Controlled Intersection;112141;2009;C: Possible Injury;Residential;50-59;58;No;NA;O: No Injury;White;Male;Taxicab;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.83246, -78.612976
405;406;No;40-49;48;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;Yes;01/01/2005;31/07/2009;Crossing Paths - Other Circumstances;21;Intersection;01/07/2001;01/01/2001 21:52;Crossing Paths - Intersection - Other /;111180;2009;B: Evident Injury;Residential;30-39;32;No;11-15 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Cloudy;No;35.244743, -80.86484
411;412;No;15-nov;12;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Sampson;No;NA;10/08/2009;Motorist Overtaking Bicyclist;14;Non-Intersection;01/08/2001;01/01/2001 14:50;Motorist Overtaking - Bicyclist Swerved;311235;2009;C: Possible Injury;Residential;40-49;48;No;41-45 mph;O: No Injury;Black;Male;Van;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.242977, -78.55073
416;417;Yes;50-59;53;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Hertford;No;01/01/2007;26/07/2009;Motorist Overtaking Bicyclist;20;Non-Intersection;01/07/2001;01/01/2001 20:52;Motorist Overtaking - Undetected Bicyclist;311231;2009;B: Evident Injury;Farms, Woods, Pastures;0-19;19;No;51-55 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;36.27723, -77.009315
417;418;No;16-19;16;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;New Hanover;No;NA;03/08/2009;Loss of Control / Turning Error;22;Intersection;01/08/2001;01/01/2001 22:44;Motorist Turning Error - Left Turn;111111;2009;C: Possible Injury;Residential;0-19;17;No;6-10 mph;O: No Injury;White;Male;Sport Utility;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Coastal;Rural;20 - 25  MPH;Stop Sign;Clear;No;34.159615, -77.89931
418;419;Yes;40-49;43;No;With Traffic;A: Disabling Injury;Bike Lane / Paved Shoulder;Black;Male;None - Rural Crash;Northampton;No;01/01/2003;29/07/2009;Bicyclist Left Turn / Merge;10;Non-Intersection;01/07/2001;01/01/2001 10:54;Bicyclist Left Turn - Same Direction;321221;2009;A: Disabling Injury;Farms, Woods, Pastures;20-24;21;No;51-55 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;36.45905, -77.53836
427;428;Yes;20-24;22;Yes;With Traffic;A: Disabling Injury;Travel Lane;White;Female;Wilmington;New Hanover;Yes;01/01/2007;26/07/2009;Motorist Overtaking Bicyclist;18;Intersection-Related;01/07/2001;01/01/2001 18:38;Motorist Overtaking - Other /;211239;2009;A: Disabling Injury;Commercial;20-24;22;No;11-15 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;20 - 25  MPH;Stop Sign;Clear;Yes;34.23425, -77.948616
437;438;Yes;20-24;24;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Raleigh;Wake;No;01/01/2003;29/07/2009;Motorist Right Turn / Merge;23;Intersection;01/07/2001;01/01/2001 23:20;Motorist Right Turn - Opposite Direction;112214;2009;C: Possible Injury;Residential;NA;NA;Missing;21-25 mph;Injury;/Missing;NA;NA;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.76901, -78.69131
442;443;No;15-nov;15;No;Facing Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Raleigh;Wake;No;01/01/2002;28/07/2009;Motorist Right Turn / Merge;0;Non-Intersection;01/07/2001;01/01/2001 00:38;Motorist Right Turn - Opposite Direction;332214;2009;O: No Injury;Residential;40-49;41;No;6-10 mph;O: No Injury;White;Male;Police;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.784035, -78.62924
448;449;Yes;15-nov;13;No;With Traffic;B: Evident Injury;Travel Lane;Native American;Male;Cherokee;Swain;No;01/01/2005;21/08/2009;Bicyclist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/08/2001;01/01/2001 17:54;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2009;B: Evident Injury;Farms, Woods, Pastures;50-59;57;No;26-30 mph;O: No Injury;Native American;Female;Van;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Rural;30 - 35  MPH;Stop Sign;Clear;No;35.46527, -83.36369
450;451;Yes;40-49;49;No;With Traffic;O: No Injury;Travel Lane;White;Female;None - Rural Crash;Wake;No;01/01/2002;18/08/2009;Crossing Paths - Other Circumstances;18;Intersection;01/08/2001;01/01/2001 18:40;Crossing Paths - Intersection - Other /;111180;2009;B: Evident Injury;Residential;50-59;56;No;31-35 mph;B: Evident Injury;White;Male;Motorcycle;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Rural;40 - 45  MPH;Stop And Go Signal;Clear;No;35.682327, -78.74294
452;453;Yes;16-19;19;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;NA;27/07/2009;Bicyclist Left Turn / Merge;22;Non-Intersection;01/07/2001;01/01/2001 22:34;Bicyclist Left Turn - Same Direction;311221;2009;B: Evident Injury;Residential;25-29;25;No;41-45 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;36.157673, -80.20154
458;459;No;40-49;44;No;NA;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Elizabeth City;Pasquotank;No;01/01/2003;19/08/2009;Bicyclist Failed to Yield - Midblock;12;Non-Intersection;01/08/2001;01/01/2001 12:42;Bicyclist Ride Out - Other Midblock;339318;2009;C: Possible Injury;Residential;60-69;61;No;31-35 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Flashing Stop And Go Signal;Clear;No;36.296604, -76.22391
461;462;Yes;70+;NA;No;With Traffic;B: Evident Injury;Travel Lane;Hispanic;Male;None - Rural Crash;Union;No;01/01/2007;09/08/2009;Motorist Overtaking Bicyclist;9;Non-Intersection;01/08/2001;01/01/2001 09:07;Motorist Overtaking - Bicyclist Swerved;311235;2009;B: Evident Injury;Residential;40-49;40;No;51-55 mph;O: No Injury;White;Male;Motorcycle;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;34.980988, -80.575165
468;469;Yes;16-19;18;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2002;25/08/2009;Crossing Paths - Other Circumstances;17;Intersection;01/08/2001;01/01/2001 17:40;Crossing Paths - Intersection - Other /;112180;2009;C: Possible Injury;Residential;30-39;35;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Divided, Positive Median Barrier;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.113285, -80.96774
472;473;Yes;15-nov;15;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;/Missing;Male;Greensboro;Guilford;No;01/01/2003;19/08/2009;Motorist Failed to Yield - Midblock;20;Non-Intersection;01/08/2001;01/01/2001 20:58;Motorist Drive Out - Commercial Driveway / Alley;332322;2009;C: Possible Injury;Commercial;40-49;43;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Dusk;Urban (>70% Developed);2 lanes;3;Straight - Level;Local Street;Wet;One-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Cloudy;No;36.09455, -79.81639
476;477;Yes;15-nov;12;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Columbus;No;01/01/2004;03/09/2009;Motorist Overtaking Bicyclist;16;Non-Intersection;01/09/2001;01/01/2001 16:22;Motorist Overtaking - Bicyclist Swerved;311235;2009;B: Evident Injury;Farms, Woods, Pastures;20-24;22;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Grooved Concrete;Coastal;Rural;30 - 35  MPH;No Control Present;Clear;No;34.310635, -78.83144
789;790;Yes;30-39;34;No;With Traffic;Injury;Travel Lane;/Missing;NA;Erwin;Harnett;No;NA;17/08/2009;Bicyclist Left Turn / Merge;18;Non-Intersection;01/08/2001;01/01/2001 18:15;Bicyclist Left Turn - Same Direction;311221;2009;Injury;Commercial;NA;NA;Missing;31-35 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;30 - 35  MPH;No Control Present;Clear;No;35.31984, -78.67709
790;791;No;30-39;35;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2002;29/09/2009;Motorist Failed to Yield - Sign-Controlled Intersection;19;Intersection;01/09/2001;01/01/2001 19:39;Motorist Drive Out - Sign-Controlled Intersection;111141;2009;C: Possible Injury;Commercial;70+;NA;No;6-10 mph;O: No Injury;Black;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Flashing Signal With Stop Sign;Clear;No;35.214695, -80.85696
791;792;No;20-24;23;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Fayetteville;Cumberland;No;01/01/2003;19/08/2009;Motorist Left Turn / Merge;8;Non-Intersection;01/08/2001;01/01/2001 08:38;Motorist Left Turn - Same Direction;332211;2009;C: Possible Injury;Commercial;50-59;57;No;6-10 mph;Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Grooved Concrete;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.089836, -78.98565
792;793;No;20-24;24;No;NA;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2006;08/08/2009;Other /  - Insufficient Details;14;Intersection-Related;01/08/2001;01/01/2001 14:13;Approach Paths;219970;2009;B: Evident Injury;Residential;30-39;34;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.21531, -80.85819
798;799;Yes;16-19;16;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;Charlotte;Mecklenburg;No;01/01/2002;16/06/2009;Non-Roadway;14;Non-Roadway;01/06/2001;01/01/2001 14:07;Non-Roadway;460910;2009;B: Evident Injury;Commercial;25-29;27;No;21-25 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Concrete;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.213398, -80.82827
806;807;Yes;50-59;50;No;With Traffic;A: Disabling Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01/01/2005;27/03/2009;Motorist Right Turn / Merge;12;Intersection;01/03/2001;01/01/2001 12:21;Motorist Right Turn - Same Direction;131213;2009;A: Disabling Injury;Commercial;30-39;39;No;0-5 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop Sign;Rain;No;35.15543, -80.74819
1;2;No;30-39;30;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Hoke;No;01/01/2003;06/01/2010;Motorist Overtaking Bicyclist;8;Non-Intersection;NA;01/01/2001 08:56;Motorist Overtaking - Other /;0;2010;C: Possible Injury;Residential;40-49;41;No;16-20 mph;O: No Injury;Native American;Male;Van;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.03229, -79.146164
2;3;Yes;40-49;46;No;With Traffic;C: Possible Injury;Travel Lane;Black;Female;Speed;Edgecombe;No;01/01/2005;15/01/2010;Bicyclist Left Turn / Merge;12;Non-Intersection;NA;01/01/2001 12:50;Bicyclist Left Turn - Same Direction;0;2010;C: Possible Injury;Farms, Woods, Pastures;60-69;60;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.96978, -77.44352
7;8;Yes;30-39;34;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Indian Trail;Union;No;01/01/2003;20/01/2010;Motorist Left Turn / Merge;9;Intersection;NA;01/01/2001 09:50;Motorist Left Turn - Opposite Direction;0;2010;B: Evident Injury;Commercial;60-69;64;No;11-15 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.029774, -80.63376
10;11;No;15-nov;14;No;Not Applicable;O: No Injury;Travel Lane;Black;Male;Durham;Durham;No;NA;25/01/2010;Non-Roadway;20;Non-Roadway;NA;01/01/2001 20:19;Non-Roadway;0;2010;O: No Injury;Residential;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;Passenger Car;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;36.051144, -78.911606
20;21;No;25-29;29;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;None - Rural Crash;Rutherford;No;01/01/2006;06/02/2010;Motorist Failed to Yield - Sign-Controlled Intersection;14;Intersection;01/02/2001;01/01/2001 14:58;Motorist Drive Out - Sign-Controlled Intersection;0;2010;C: Possible Injury;Residential;30-39;33;No;0-5 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Rural;30 - 35  MPH;Stop Sign;Cloudy;No;35.335503, -81.92347
27;28;Yes;60-69;68;No;With Traffic;K: Killed;Travel Lane;Black;Female;Plymouth;Washington;No;01/01/2003;27/01/2010;Bicyclist Left Turn / Merge;18;Non-Intersection;NA;01/01/2001 18:08;Bicyclist Left Turn - Same Direction;0;2010;K: Killed;Commercial;50-59;53;No;41-45 mph;O: No Injury;White;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;35.857212, -76.748024
28;29;Yes;60-69;60;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Washington;Beaufort;No;01/01/2003;20/01/2010;Bicyclist Failed to Yield - Sign-Controlled Intersection;17;Intersection;NA;01/01/2001 17:27;Bicyclist Ride Through - Sign-Controlled Intersection;0;2010;B: Evident Injury;Residential;50-59;57;No;21-25 mph;O: No Injury;Black;Female;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Coastal;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.556255, -77.05299
43;44;No;50-59;50;No;Facing Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Fayetteville;Cumberland;No;01/01/2002;23/02/2010;Bicyclist Failed to Yield - Signalized Intersection;13;Intersection;01/02/2001;01/01/2001 13:03;Bicyclist Ride Out - Signalized  Intersection;0;2010;O: No Injury;Institutional;50-59;50;No;11-15 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;20 - 25  MPH;Stop And Go Signal;Clear;No;35.071583, -78.89436
